network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude
1.0.226.0/24,1151254,1605651,,0,0,,7.8333,98.3833
1.0.227.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.0.228.0/24,1151254,1605651,,0,0,,7.8333,98.3833
1.0.229.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.0.230.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.0.231.0/24,6941772,1605651,,0,0,,7.8961,98.2966
1.0.232.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.0.233.0/24,1151254,1605651,,0,0,,7.8333,98.3833
1.0.234.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.0.236.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.0.240.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.0.244.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.0.245.0/24,1151254,1605651,,0,0,,7.8333,98.3833
1.0.246.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.0.248.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.0.252.0/24,1150296,1605651,,0,0,83110,8.0317,98.3341
1.0.253.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.0.254.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.0.0/24,1810821,1814991,,0,0,,26.0614,119.3061
1.1.1.0/24,2151718,2077456,,0,0,3095,-37.7000,145.1833
1.1.2.0/23,1810821,1814991,,0,0,,26.0614,119.3061
1.1.4.0/22,1810821,1814991,,0,0,,26.0614,119.3061
1.1.8.0/21,1809858,1814991,,0,0,,23.1167,113.2500
1.1.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500
1.1.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500
1.1.64.0/18,1850147,1861060,,0,0,100-0001,35.6850,139.7514
1.1.128.0/20,1605651,1605651,,0,0,,13.7500,100.4667
1.1.144.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.148.0/25,1604769,1605651,,0,0,35000,15.7953,104.1494
1.1.148.128/25,1606790,1605651,,0,0,,17.1612,104.1473
1.1.149.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.150.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.152.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.1.153.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.154.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.156.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.160.0/20,1605651,1605651,,0,0,,13.7500,100.4667
1.1.176.0/25,1609350,1605651,,0,0,10200,13.7540,100.5014
1.1.176.128/26,1609350,1605651,,0,0,10200,13.7540,100.5014
1.1.176.192/26,1620917,1605651,,0,0,11110,13.9167,100.4333
1.1.177.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.1.178.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.179.0/24,1609350,1605651,,0,0,10800,13.8000,100.5333
1.1.180.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.184.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.1.192.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.194.0/24,1610469,1605651,,0,0,46000,16.4333,103.5000
1.1.195.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.196.0/24,1610469,1605651,,0,0,46000,16.4333,103.5000
1.1.197.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.198.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.200.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.202.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.203.0/24,1610468,1605651,,0,0,46180,16.9167,103.6333
1.1.204.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.208.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.210.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.1.211.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.212.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.216.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.220.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.222.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.1.223.0/24,1611110,1605651,,0,0,,13.3622,100.9835
1.1.224.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.1.232.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.236.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.237.0/24,1609071,1605651,,0,0,42000,17.4833,101.7167
1.1.238.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.240.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.244.0/24,1609071,1605651,,0,0,42000,17.4833,101.7167
1.1.245.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.246.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.248.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.1.252.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.1.254.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.1.255.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.2.0.0/23,1810821,1814991,,0,0,,26.0614,119.3061
1.2.2.0/24,1816670,1814991,,0,0,,39.9289,116.3883
1.2.3.0/24,5804306,2077456,,0,0,98275,47.9130,-122.3042
1.2.4.0/24,1814991,1814991,,0,0,,35.0000,105.0000
1.2.5.0/24,1810821,1814991,,0,0,,26.0614,119.3061
1.2.6.0/23,1810821,1814991,,0,0,,26.0614,119.3061
1.2.8.0/24,1816670,1814991,,0,0,,39.9289,116.3883
1.2.9.0/24,1809858,1814991,,0,0,,23.1167,113.2500
1.2.10.0/23,1809858,1814991,,0,0,,23.1167,113.2500
1.2.12.0/22,1809858,1814991,,0,0,,23.1167,113.2500
1.2.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500
1.2.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500
1.2.64.0/18,1809858,1814991,,0,0,,23.1167,113.2500
1.2.128.0/24,1609776,1605651,,0,0,40000,16.2931,102.6157
1.2.129.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.130.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.132.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.134.0/24,1607418,1605651,,0,0,40150,16.6500,102.3833
1.2.135.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.136.0/23,1609776,1605651,,0,0,40000,16.2931,102.6157
1.2.138.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.140.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.142.0/24,1609776,1605651,,0,0,,16.4467,102.8330
1.2.143.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.144.0/24,1609776,1605651,,0,0,,16.4467,102.8330
1.2.145.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.146.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.148.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.150.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.151.0/24,1609776,1605651,,0,0,40000,16.2931,102.6157
1.2.152.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.2.160.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.2.168.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.2.172.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.174.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.175.0/24,1607017,1605651,,0,0,21000,12.6667,101.2833
1.2.176.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.2.180.0/24,1609350,1605651,,0,0,10250,13.8583,100.4688
1.2.181.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.182.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.184.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.185.0/24,1150007,1605651,,0,0,92000,7.5611,99.5417
1.2.186.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.188.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.190.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.191.0/24,1153671,1605651,,0,0,50000,18.7904,98.9847
1.2.192.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.2.200.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.2.204.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.206.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.207.0/24,1150533,1605651,,0,0,,17.0078,99.8230
1.2.208.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.210.0/25,1609350,1605651,,0,0,10200,13.7540,100.5014
1.2.210.128/25,1605651,1605651,,0,0,,13.7500,100.4667
1.2.211.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.212.0/24,1616073,1605651,,0,0,,13.0128,100.9898
1.2.213.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.214.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.216.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.2.220.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.2.221.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.222.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.224.0/20,1605651,1605651,,0,0,,13.7500,100.4667
1.2.240.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.2.248.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.2.250.0/24,1611439,1605651,,0,0,,13.6882,101.0716
1.2.251.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.2.252.0/23,1608269,1605651,,0,0,39000,17.0409,102.3544
1.2.254.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.2.255.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.3.0.0/16,1809858,1814991,,0,0,,23.1167,113.2500
1.4.0.0/24,2077456,2077456,,0,0,,-27.0000,133.0000
1.4.1.0/24,1810821,1814991,,0,0,,26.0614,119.3061
1.4.2.0/23,1810821,1814991,,0,0,,26.0614,119.3061
1.4.4.0/24,1816670,1814991,,0,0,,39.9289,116.3883
1.4.5.0/24,1810821,1814991,,0,0,,26.0614,119.3061
1.4.6.0/23,1810821,1814991,,0,0,,26.0614,119.3061
1.4.8.0/21,1809858,1814991,,0,0,,23.1167,113.2500
1.4.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500
1.4.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500
1.4.64.0/18,1809858,1814991,,0,0,,23.1167,113.2500
1.4.128.0/24,1608133,1605651,,0,0,10250,13.8622,100.5134
1.4.129.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.130.0/24,1607001,1605651,,0,0,45000,16.0533,103.6539
1.4.131.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.132.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.134.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.135.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.136.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.138.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.139.0/25,1609350,1605651,,0,0,10110,13.7083,100.4562
1.4.139.128/25,1605651,1605651,,0,0,,13.7500,100.4667
1.4.140.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.142.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.143.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.144.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.146.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.147.0/25,1605651,1605651,,0,0,,13.7500,100.4667
1.4.147.128/25,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.148.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.149.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.150.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.152.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.154.0/24,1621008,1605651,,0,0,45160,15.8431,103.8784
1.4.155.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.156.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.157.0/24,1611110,1605651,,0,0,,13.3622,100.9835
1.4.158.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.160.0/23,1605239,1605651,,0,0,41000,17.1336,102.9675
1.4.162.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.164.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.4.168.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.170.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.171.0/25,1609336,1605651,,0,0,41110,17.1088,103.0149
1.4.171.128/25,1605239,1605651,,0,0,,17.4157,102.7859
1.4.172.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.4.176.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.177.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.4.178.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.180.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.182.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.183.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.4.184.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.4.188.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.4.189.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.190.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.192.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.4.193.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.194.0/24,1605239,1605651,,0,0,,17.4157,102.7859
1.4.195.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.196.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.198.0/23,1605239,1605651,,0,0,,17.4157,102.7859
1.4.200.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.202.0/23,1605239,1605651,,0,0,,17.4157,102.7859
1.4.204.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.206.0/24,1608133,1605651,,0,0,10250,13.8622,100.5134
1.4.207.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.208.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.210.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.211.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.212.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.213.0/25,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.213.128/25,1608133,1605651,,0,0,10250,13.8622,100.5134
1.4.214.0/25,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.214.128/25,1605651,1605651,,0,0,,13.7500,100.4667
1.4.215.0/24,1609350,1605651,,0,0,10220,13.8667,100.6000
1.4.216.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.217.0/24,1156311,1605651,,0,0,,13.7667,99.8500
1.4.218.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.219.0/24,1150954,1605651,,0,0,,13.5367,99.8171
1.4.220.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.4.224.0/21,1605651,1605651,,0,0,,13.7500,100.4667
1.4.232.0/22,1605651,1605651,,0,0,,13.7500,100.4667
1.4.236.0/24,1609350,1605651,,0,0,10200,13.7540,100.5014
1.4.237.0/24,1605651,1605651,,0,0,,13.7500,100.4667
1.4.238.0/23,1605651,1605651,,0,0,,13.7500,100.4667
1.4.240.0/20,1605651,1605651,,0,0,,13.7500,100.4667
1.5.0.0/16,1850147,1861060,,0,0,100-0001,35.6850,139.7514
1.6.0.0/15,1269750,1269750,,0,0,,20.0000,77.0000
1.8.0.0/16,1816670,1814991,,0,0,,39.9289,116.3883
1.9.0.0/20,1734806,1733045,,0,0,,2.7867,101.9953
1.9.16.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.18.0/24,8535552,1733045,,0,0,68000,3.1500,101.7667
1.9.19.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.20.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.21.0/24,1735161,1733045,,0,0,50480,3.1630,101.6753
1.9.22.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.24.0/24,1732891,1733045,,0,0,45400,3.3500,101.2500
1.9.25.0/24,1735161,1733045,,0,0,60000,3.1456,101.6450
1.9.26.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.28.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.32.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.33.0/24,1735161,1733045,,0,0,54000,3.1649,101.7230
1.9.34.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.36.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.40.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.44.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.46.0/23,1735158,1733045,,0,0,46400,3.0833,101.6500
1.9.48.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.52.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.53.0/24,1732752,1733045,,0,0,80500,1.4655,103.7578
1.9.54.0/24,1735161,1733045,,0,0,58000,3.1238,101.6841
1.9.55.0/24,1734634,1733045,,0,0,31400,4.6114,101.1043
1.9.56.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.60.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.62.0/24,1736287,1733045,,0,0,02607,6.3964,100.3075
1.9.63.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.64.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.68.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.69.0/24,1734586,1733045,,0,0,34000,4.7969,100.7934
1.9.70.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.72.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.74.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.75.0/24,1735092,1733045,,0,0,,5.0182,100.4282
1.9.76.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.80.0/20,1734806,1733045,,0,0,,2.7867,101.9953
1.9.96.0/24,1734705,1733045,,0,0,21400,5.2321,103.1041
1.9.97.0/25,1734705,1733045,,0,0,20000,5.2847,103.1475
1.9.97.128/25,1735553,1733045,,0,0,17500,5.7687,102.1201
1.9.98.0/24,1735227,1733045,,0,0,25150,3.7686,103.2328
1.9.99.0/25,1735227,1733045,,0,0,25150,3.7686,103.2328
1.9.99.128/25,1732667,1733045,,0,0,28707,3.5316,101.9038
1.9.100.0/25,1732687,1733045,,0,0,83000,1.8578,103.0357
1.9.100.128/25,1732869,1733045,,0,0,84000,2.0051,102.7335
1.9.101.0/24,1732687,1733045,,0,0,83000,1.8578,103.0357
1.9.102.0/25,1734759,1733045,,0,0,75519,2.1960,102.2405
1.9.102.128/25,1734810,1733045,,0,0,70400,2.7486,101.9435
1.9.103.0/25,1734759,1733045,,0,0,75519,2.1960,102.2405
1.9.103.128/25,1734810,1733045,,0,0,70300,2.7313,101.9307
1.9.104.0/24,1733432,1733045,,0,0,88858,5.9771,116.0678
1.9.105.0/25,1733468,1733045,,0,0,89657,5.6667,116.3667
1.9.105.128/25,1734199,1733045,,0,0,91000,4.2901,117.8994
1.9.106.0/23,1735634,1733045,,0,0,93250,1.5620,110.3152
1.9.108.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.110.0/23,1744246,1733045,,0,0,43300,3.0333,101.7167
1.9.112.0/24,1747013,1733045,,0,0,57000,3.1000,101.7000
1.9.113.0/24,1735079,1733045,,0,0,14000,5.3344,100.4673
1.9.114.0/24,10941913,1733045,,0,0,43000,3.0094,101.7755
1.9.115.0/25,1734810,1733045,,0,0,70400,2.7486,101.9435
1.9.115.128/25,10941913,1733045,,0,0,43007,2.9927,101.7909
1.9.116.0/24,1735158,1733045,,0,0,46400,3.0833,101.6500
1.9.117.0/24,1732752,1733045,,0,0,80508,1.4655,103.7578
1.9.118.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.119.0/24,1735498,1733045,,0,0,08000,5.6639,100.4902
1.9.120.0/24,1735161,1733045,,0,0,53100,3.2680,101.6764
1.9.121.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.122.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.123.0/24,1732752,1733045,,0,0,81100,1.5495,103.7080
1.9.124.0/24,10941913,1733045,,0,0,43000,3.0094,101.7755
1.9.125.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.126.0/23,1735161,1733045,,0,0,58200,3.0934,101.6794
1.9.128.0/24,1734810,1733045,,0,0,70400,2.7486,101.9435
1.9.129.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.130.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.132.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.134.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.135.0/24,1732738,1733045,,0,0,81920,1.7578,103.9291
1.9.136.0/23,1734806,1733045,,0,0,,2.7867,101.9953
1.9.138.0/24,1734806,1733045,,0,0,,2.7867,101.9953
1.9.139.0/25,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.128/26,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.192/27,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.224/28,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.240/29,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.248/32,1732738,1733045,,0,0,81930,1.6712,103.9725
1.9.139.249/32,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.250/31,1735161,1733045,,0,0,50586,3.1667,101.7000
1.9.139.252/30,1735161,1733045,,0,0,50350,3.1512,101.6956
1.9.140.0/22,1734806,1733045,,0,0,,2.7867,101.9953
1.9.144.0/23,1734806,1733045,,0,0,,2.7867,101.9953
